URL,Checked,Violations,Critical(A),Serious(AA),Moderate(AAA),Other
https://www.example.co.uk/studying-with-us/life-learner-support-services/library-services/,2022-12-09 17:53:11,6,2,1,3,0
https://www.example.co.uk/studying-with-us/lunar-moon-scholarships/become-a-donor/,2022-12-09 17:53:17,5,1,1,3,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:53:24,3,1,0,2,0
https://www.example.co.uk/news/degree-life-learners-get-a-head-start-thanks-to-principal-s-scholarship/,2022-12-09 17:53:30,3,1,0,2,0
https://www.example.co.uk/employers/health-safety-and-environmental-management/,2022-12-09 17:53:36,5,1,1,3,0
https://www.example.co.uk/news/t-shape-posters-to-help-life-learners-prepare-for-work/,2022-12-09 17:53:42,3,1,0,2,0
https://www.example.co.uk/news/how-to-meet-the-changing-demand-for-skills-in-generic/,2022-12-09 17:53:48,3,1,0,2,0
https://www.example.co.uk/news/start-your-journey-with-help-from-example-outstead/,2022-12-09 17:53:55,4,2,0,2,0
https://www.example.co.uk/news/husband-and-wife-graduate-on-same-day/,2022-12-09 17:54:01,3,1,0,2,0
https://www.example.co.uk/news/airport-s-marketing-campaign-hits-top-gear/,2022-12-09 17:54:07,3,1,0,2,0
https://www.example.co.uk/news/almost-3-000-free-breakfasts-served-up-as-example-outstead-aims-to-reduce-impacts-of-cost-of-living-crisis-on-life-learners/,2022-12-09 17:54:14,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-sign-the-porter-sustainable-growth-agreement/,2022-12-09 17:54:20,3,1,0,2,0
https://www.example.co.uk/news/airport-keeps-mental-health-front-of-mind-over-festive-period-with-get-ready-for-christmas-online-event/,2022-12-09 17:54:26,3,1,0,2,0
https://www.example.co.uk/news/hundreds-of-free-data-sims-offered-to-example-outstead-life-learners/,2022-12-09 17:54:32,3,1,0,2,0
https://www.example.co.uk/,2022-12-09 17:54:39,3,1,0,2,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:54:47,4,1,1,2,0
https://www.example.co.uk/news/erin-on-track-for-bright-career-thanks-to-modern-apprenticeship/,2022-12-09 17:54:53,3,1,0,2,0
https://www.example.co.uk/studying-with-us/fcsa/,2022-12-09 17:54:59,4,1,0,3,0
https://www.example.co.uk/he-sport-and-fitness-courses/,2022-12-09 17:55:06,5,1,1,3,0
https://www.example.co.uk/news/example-outstead-shortlisted-for-two-cdn-awards/,2022-12-09 17:55:13,3,1,0,2,0
https://www.example.co.uk/studying-with-us/facilities/inspired-salons/,2022-12-09 17:55:19,5,1,0,3,1
https://www.example.co.uk/schools/outpostes-and-facilities/,2022-12-09 17:55:25,5,1,1,2,1
https://www.example.co.uk/news/example-outstead-childcare-life-learners-go-extra-mile-for-local-charities/,2022-12-09 17:55:32,3,1,0,2,0
https://www.example.co.uk/about-us/board-of-governors/our-executive-team/,2022-12-09 17:55:38,5,1,1,3,0
